request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"ed55d8a5-03de-8181-7a29-5b509f099dd8",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,1132738505215600,1132738507935900,1132738509296300
"acd0640f-3148-35b8-9d3c-0c882e16a0f5",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1132738516046800,1132738517747700,1132738518492400
"d2d68699-2512-8833-b664-532a76e90a78",GET,/images/banner.png,,,200,image/png,,,1132738523685900,1132738526006200,1132738526827000
"45732dd0-4127-d7db-f5b1-0fb0d3c43c63",GET,/images/logo.png,,,200,image/png,,,1132738539380000,1132738541673000,1132738542612800
"8085249a-03ce-580e-9e14-712936b3d86b",GET,/images/favicon.ico,,,200,image/x-icon,,,1132738550061500,1132738561986500,1132738562863900
"c8454b29-ca9a-a441-c38f-3480413401ac",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,1132738568608900,1132738570684500,1132738571317300
"e395131c-12a2-a794-cdb0-a2e34ba1ee3a",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,1132738580247200,1132738582549600,1132738583369100
"27f3dc4f-f7be-bc67-1725-1fb3d239eccf",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"password=&remember=false&banner=334&username=",,1132738591507100,1132738599384000,1132740092820600
"7a898e68-40b6-cdeb-187f-ee5725637018",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1132740117357900,1132740119122800,1132740119723100
"f27d314e-983b-6365-324d-53a122ba398e",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1132740124902300,1132740126637300,1132740127156400
"4bea19f0-cb57-8ad9-f511-0e636e64ec47",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1132740132457200,1132740134260600,1132740134960100
"99bc0352-77d6-5b15-e399-3c077fe58a7e",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1132740140627700,1132740143108900,1132740143953600
"83d32566-719e-8769-207e-b1aef421e406",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1132740148977900,1132740150621100,1132740151249900
"9f37a48a-2701-91ec-09c7-0e7e4dbd8b82",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1132740156029800,1132740157953000,1132740158588900
"c412fcad-5f3a-e112-2b45-affa3b5f5305",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,1132740163393100,1132740164969200,1132740165517400
"a776bad8-57bc-1ca2-874b-bc80f6ed4ad7",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,1132740170500700,1132740172933300,1132740173784200
"a855d981-4880-42b3-7845-5208273b3ede",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,1132740179699500,1132740181859900,1132740182774900
"d01d8400-db6e-6a06-6775-625a60986062",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,1132740188468800,1132740190282900,1132740190806200
"b31152fb-4642-1b00-f995-6a43db3be947",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,1132740195307500,1132740196948400,1132740197528600
"b3882f98-66fe-fcdc-d306-c622556316ee",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1132740201931900,1132740203558200,1132740204089300
"ae9b64e6-b137-dfd4-bb4d-f48ee1c2c221",GET,/images/banner.png,,,200,image/png,,,1132740210218200,1132740212428900,1132740213146800
"fca5eeb0-bc57-8c37-25e3-e6d58411ed77",GET,/images/logo.png,,,200,image/png,,,1132740219083000,1132740221488700,1132740222229600
"72733ac4-392d-9544-90d0-1727a4e07f7e",POST,"/anonymous/system/sign-in",,"id=&password=manager4&remember=false&username=manager4&version=",302,,,,1132740230131300,1132740241797100,1132740242576900
"c6ca4541-ba3f-3c4c-bf92-458db8fbdb95",GET,/,,,302,,,,1132740247856500,1132740251840300,1132740253310000
"e4bb7eff-2490-b07b-0cd4-ea2804987b44",GET,/any/system/welcome,,,200,text/html;charset=utf-8,banner=328,,1132740257488600,1132740261766100,1132740576929200
"25fa830b-e906-6263-3f3b-a4b6167dc256",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1132740591164000,1132740593463000,1132740594287000
"81c6ace7-e7a9-5a4b-f944-7ff726d4fa4d",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1132740599981400,1132740602187500,1132740602838800
"c3367317-75ab-c938-ee77-20dda6e8f5ea",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1132740607987600,1132740610188500,1132740610949000
"63c7299d-454a-d39c-1f55-8f6221f3a53f",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1132740616092900,1132740617727500,1132740618394700
"db28b871-4795-e749-4842-c37c16dee74d",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1132740622990500,1132740624782900,1132740625328500
"812dc681-2d3e-c4da-2f75-da71587a8572",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1132740629940400,1132740631554200,1132740632016900
"39252517-8f93-ce6e-cafa-e61ae7aae30e",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1132740637412900,1132740638875800,1132740639327200
"f39bbd00-53cc-8c28-7f1e-04d6d73cbeb3",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,1132740643093300,1132740644652400,1132740645211400
"1f65f450-2a78-f3ef-4d10-011a9cbf2a80",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,1132740649612800,1132740651163300,1132740651666500
"61184782-a225-ca58-8dc2-989b2870490e",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,1132740655493800,1132740657130000,1132740657610000
"ac5c1279-9905-591d-1d84-c53ac65cc542",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,1132740661791600,1132740663443100,1132740663973000
"56d6358c-a7bf-5281-b9f7-3cf7fabaa97a",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,1132740667608300,1132740669451400,1132740670053800
"3f77d093-8e28-07a0-b657-62463c27a5b0",GET,/images/banner.png,,,200,image/png,,,1132740673615600,1132740675188200,1132740675638000
"81efa9ba-7b0b-a322-73d4-d352816ff648",GET,/images/logo.png,,,200,image/png,,,1132740680024300,1132740681825700,1132740682359100
"c2966f8a-9b0b-518c-3b95-b4dab09f6707",GET,/manager/project/list,,,200,text/html;charset=utf-8,banner=330,,1132740685428600,1132740697462600,1132741474128300
"29e90017-fe44-4b32-414e-36a4262a9a91",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1132741489833700,1132741492090600,1132741492854600
"f00bb0d7-76f2-6520-8044-cb7607b5db0f",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1132741497111700,1132741498752000,1132741499207000
"27ace9f9-0624-b411-0555-1532f77d792f",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1132741502639200,1132741504001000,1132741504499200
"4a2e5818-580e-8ee4-9b1b-d610a48d1aa0",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,1132741508379300,1132741509853000,1132741510329700
"acb2c57c-a2a6-f176-39d9-f0a17e2e58e5",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,1132741519065700,1132741520704400,1132741521285000
"107e4f6d-2018-77a8-38a6-a72b22a7b882",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1132741525518800,1132741526930700,1132741527603100
"18428085-2e4d-a9d5-324f-b70dff39715e",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1132741531878600,1132741533447300,1132741534075900
"eebea3a2-6fec-dfbc-f2f3-7164ba349f36",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1132741538198700,1132741539775600,1132741540347200
"eadf5bcf-5bfd-c36e-f017-9c7f15611e8d",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,1132741544405700,1132741546164600,1132741546800700
"3af7ec29-1aa4-f9cd-e25b-f998fef7427e",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,1132741551475300,1132741552977900,1132741553509400
"e197cfb5-294e-8345-0de3-66b72c47d18a",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1132741558385700,1132741560610800,1132741561550300
"9fc5fbaf-facd-8bbc-dd81-a643c2cb74d7",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,1132741566292600,1132741567675500,1132741568246400
"089b97a5-e6e6-dbed-2f17-04a301e33a0d",GET,/images/banner.png,,,200,image/png,,,1132741572844000,1132741574499300,1132741574937600
"066ecd80-005d-f329-742a-c782d4477a55",GET,/images/logo.png,,,200,image/png,,,1132741579096500,1132741580729600,1132741581249700
"7ff5c059-e276-1572-a787-33713c5be2b7",GET,"/libraries/datatables/1.10.18/config/i18n.json",,,200,application/json,,,1132741585419400,1132741587286800,1132741587906100
"9d856b99-3a6d-c653-df01-e9b70358ecff",GET,/manager/project/create,,,200,text/html;charset=utf-8,"hasFatalErrors=false&id=0&version=0&draftMode=true&cost=0&banner=333",,1132741591676400,1132741603253700,1132742328715500
"33b4f4e9-704d-b276-7862-49e5559e00cb",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1132742339547200,1132742340959500,1132742341402800
"937a0d2e-08f6-8c2b-fc60-ff8fc2b37cbe",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1132742345324800,1132742346839500,1132742347302600
"79b12a15-db8f-419b-2299-31fc443b2f3e",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1132742351708500,1132742353010400,1132742353408100
"d6beb9dd-75c1-5367-f2fb-c1f54272b1de",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1132742356761400,1132742358118400,1132742358559800
"427fe8c9-3d44-b332-289f-41485082e5c4",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,1132742362390900,1132742363746600,1132742364166700
"bf04ad64-ce29-b523-1ca0-5bac32656ea7",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1132742367527000,1132742368771700,1132742369160300
"417d27c7-1b52-757c-00bf-925b56a755e9",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1132742372579900,1132742374396800,1132742375121800
"4c766902-7176-7953-8a4c-9f236347def4",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,1132742383853800,1132742386465900,1132742387007000
"934b0db7-824f-115b-484b-93cb2e5941ef",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,1132742392959600,1132742394451900,1132742395057200
"a2327a8d-a12f-6576-eff4-5bd43c6c624c",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,1132742400303800,1132742402472300,1132742403176500
"a7596afa-a201-0024-e372-b0bf8c0767e7",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1132742408557700,1132742410574000,1132742411425000
"ba56d2a1-9ba3-b6ce-341b-1c16bd63c460",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,1132742415859400,1132742417572400,1132742418267900
"e69f3f30-319c-70d8-0fe7-d699a3ba7d4d",GET,/images/banner.png,,,200,image/png,,,1132742423895000,1132742426525800,1132742427554100
"1718e488-6864-3c0a-3bef-f91e4e4e4b33",GET,/images/logo.png,,,200,image/png,,,1132742447448000,1132742450815800,1132742451555200
"0ed4b68c-6712-bf1f-f61c-91be691c43d1",POST,/manager/project/create,,"abstractDescription=ddddddddddd&code=PPP-0000&cost=0&hasFatalErrors=false&id=0&link=&title=Proyecto+0&version=0",200,text/html;charset=utf-8,banner=330,,1132742457062600,1132742496252700,1132742762058100
"5f59c4f7-f256-40b5-5f4a-dbf0f4b18bfd",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1132742774535200,1132742776247100,1132742776710400
"c392e401-511a-9f63-bacf-982f600f8abb",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1132742781271400,1132742782934900,1132742783566300
"2e3c6b7a-576c-f866-faba-fac1769af2e0",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1132742788315800,1132742790143600,1132742790895900
"1c734672-5818-59e8-4cc5-66262b2884d2",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1132742795239400,1132742797131500,1132742798107600
"294383fc-f325-7dfe-0052-deb9e6bd7195",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1132742802806000,1132742804676100,1132742805307000
"5b976404-0471-1b84-c953-87813664ce2c",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1132742810070600,1132742812264600,1132742812885200
"6e56adc6-04ac-c5a4-ece9-32cb5d03a0c7",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,1132742816718100,1132742818115400,1132742818770000
"11b3073d-4834-e03d-746c-45c98982e08e",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,1132742822645900,1132742823991800,1132742824527000
"46adde24-4c67-7977-1d02-c8c08f73888a",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,1132742829136600,1132742830631900,1132742831103400
"f659f168-105b-ae7a-3f45-fd36dc9d3391",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,1132742834902100,1132742836357200,1132742836777700
"0b49df18-fffc-3766-1114-e00ced51b815",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1132742840620400,1132742842072700,1132742842547800
"c073f52f-41eb-4bb7-ced9-7f1003350165",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,1132742845684200,1132742847089100,1132742847561800
"cae514d7-5827-a5fb-d393-28433c219cdf",GET,/images/banner.png,,,200,image/png,,,1132742851390800,1132742853409100,1132742853963100
"610d6df4-7d5d-599a-1848-9cad1cd4854f",GET,/manager/project/list,,,200,text/html;charset=utf-8,"code%5B0%5D=PPP-0000&abstractDescription%5B0%5D=ddddddddddd&id%5B0%5D=796&draftMode%5B0%5D=true&banner=329&payload%5B0%5D=false%7C0%7C&version%5B0%5D=0&title%5B0%5D=Proyecto+0",,1132742857904000,1132742867739300,1132743104823600
"1b05bcba-9d76-668e-b51b-dd2d0108355c",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1132743118479300,1132743120339400,1132743120938300
"3d69dc88-3e54-856a-ff5b-170a9674e4d4",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,1132743124970500,1132743126325100,1132743126788900
"7613f350-f631-96e0-c1a1-5bc15aa2c0c0",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1132743131519100,1132743133005600,1132743133537000
"f2ed47db-0b9a-8258-8f10-9f4b9767f847",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1132743138706400,1132743140824300,1132743141420400
"6897e116-0cf8-e8bb-9adc-450619409e17",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1132743146540300,1132743148014200,1132743148410600
"65a82b59-0404-dba1-96b7-1e1e5b060d47",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1132743152728200,1132743154449700,1132743154950300
"29f0ca10-0020-ff08-a50f-d24684a7ae32",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1132743159005000,1132743160682200,1132743161177300
"b67a7d46-8d42-37b1-7482-e03622ced2f1",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,1132743164304100,1132743165575800,1132743166018500
"69a52cc1-7fa6-d471-d872-c99ba267d494",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,1132743171010400,1132743173080000,1132743173648800
"946901b4-17a1-71d2-d575-6542a7959ade",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,1132743178308200,1132743180395100,1132743180962300
"a44f6e33-5e52-b9d8-8ec6-4251e566681e",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1132743184561800,1132743185760700,1132743186166800
"c6f004ec-9c0c-3094-5b54-48a98fafd22a",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,1132743190229700,1132743192107500,1132743194297500
"456785cb-9959-e30f-ee1b-5c78fde5a9f7",GET,/images/banner.png,,,200,image/png,,,1132743198572700,1132743200694200,1132743201144300
"af37739d-45e8-d9b3-536a-0663de471411",GET,/images/logo.png,,,200,image/png,,,1132743204936400,1132743206989800,1132743207419400
"fe6854c9-3109-f02f-0e61-858833cb6c1b",GET,"/libraries/datatables/1.10.18/config/i18n.json",,,200,application/json,,,1132743211573700,1132743213436000,1132743213968600
"4b5a5cc1-c0c7-9055-9faf-05f3d906bdba",GET,"/manager/user-story/list-all",,,200,text/html;charset=utf-8,"showCreate=true&banner=330",,1132743217798000,1132743226595100,1132743691749200
"02201aa4-5949-61aa-e629-56140a2c908c",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1132743703271300,1132743705112600,1132743705692500
"43bd00e7-4073-9a5e-af24-c2854116de62",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1132743709746900,1132743711316900,1132743711985400
"9684f232-eb56-4d63-1550-bf1404b523c9",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1132743716077300,1132743717755000,1132743718253100
"fa61f362-4cbf-35ab-1702-d997d8aaf55c",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1132743721630400,1132743723022700,1132743723467900
"9ae00761-d4a9-3825-cb8c-8fab61f0aa78",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,1132743726798300,1132743727997800,1132743728428000
"54a71667-82a6-e3ee-89b2-20c2f706ad07",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1132743732117700,1132743733961100,1132743734490300
"3b062a6e-f552-1f80-d79e-7c72f8bede7b",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1132743737645100,1132743738795600,1132743739098500
"a2da19ab-590c-5773-af5b-1c4aa75d5dc6",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,1132743742706100,1132743744491400,1132743745155300
"c576ba9a-5db9-9281-4472-265f0dc4c4bd",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,1132743749174700,1132743750376100,1132743750718300
"9a46b603-1d72-b118-87da-c03b84782165",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,1132743760969500,1132743763090200,1132743763640700
"4681aa09-bd1a-ee21-305b-6982a2c00192",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1132743767634400,1132743769455300,1132743769870300
"29fec61c-7e9f-ef9f-8df4-323e1694b3f5",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,1132743773141000,1132743774568300,1132743774932100
"a4c1025f-b501-daaa-d8ff-926dc47b850d",GET,/images/banner.png,,,200,image/png,,,1132743778890500,1132743780993700,1132743781720600
"1a7cc5f3-7f9f-5f4d-5f8e-b7060da6b11f",GET,/images/logo.png,,,200,image/png,,,1132743786223200,1132743788141500,1132743788693700
"3331e618-18de-01d7-0343-ac35531a78ef",GET,"/libraries/datatables/1.10.18/config/i18n.json",,,200,application/json,,,1132743793196400,1132743794869000,1132743795339000
"c692951d-ae5b-6c20-b610-8d668fda3068",GET,"/manager/user-story/create",,,200,text/html;charset=utf-8,"priorities=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22MUST%22%2C%22label%22%3A%22MUST%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22COULD%22%2C%22label%22%3A%22COULD%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22SHOULD%22%2C%22label%22%3A%22SHOULD%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22WONT%22%2C%22label%22%3A%22WONT%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&id=0&estimatedCost=0&priority=0&version=0&draftMode=true&banner=328",,1132743799628200,1132743811820800,1132744566723200
"fc46067c-4fff-fda5-54fd-7241e263f642",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1132744581335900,1132744583256400,1132744583949100
"4d4f51a9-4c87-fa8f-34fe-91b59089f1bb",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1132744588458000,1132744590322200,1132744591116600
"4e4c2f9b-2bb3-32f0-d7ac-6ff58629f051",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,1132744595882300,1132744598297100,1132744598842600
"097f8403-a256-3b51-28d1-7f26ba6d64fa",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1132744603971700,1132744605788900,1132744606269600
"6f986d38-b768-6df5-ae37-f067f7823644",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1132744609777800,1132744611545000,1132744612074300
"941f88ae-9ce4-68f4-f308-156208806fa8",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1132744616230700,1132744617489300,1132744617906100
"5814a9cf-46b2-ca53-e0ac-5c5be1443a73",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1132744620961500,1132744622194700,1132744622502400
"097748ec-63fb-19d5-04a9-7087963adc9e",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,1132744625438900,1132744626989100,1132744627404800
"c7496740-9b2f-e68f-7b2c-1f3ee429321b",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,1132744631228400,1132744632635100,1132744633004500
"73063b2c-68f7-0bd7-89d8-c31b54fcd52b",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,1132744636963300,1132744638595600,1132744639048600
"2fd79b49-74f4-8db5-fe10-e6e779216b73",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,1132744642787300,1132744644892500,1132744645620400
"461a40d3-4485-6a53-d7e5-9c9381d137c0",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,1132744649416400,1132744650920200,1132744651348900
"2e3889a8-ba4d-9081-9932-ef6c56356438",GET,/images/banner.png,,,200,image/png,,,1132744655516000,1132744657620600,1132744658313500
"725bcfc5-ae9e-372b-2cce-6cfe00f9eae0",GET,/images/logo.png,,,200,image/png,,,1132744662624300,1132744664486700,1132744665121700
"d487a80b-8cbc-50a2-6dd2-c51fbf845ace",POST,"/manager/user-story/create",,"acceptanceCriteria=cdddasdfve&description=ddddddddddddddd&estimatedCost=2&id=0&link=&priority=SHOULD&title=Historia+sin+publicar&version=0",200,text/html;charset=utf-8,banner=333,,1132744668849200,1132744686417800,1132744890708500
"c9eb71a6-f9ee-49da-4754-767366e505df",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,1132744899984200,1132744901508500,1132744902006900
"6da7496f-512a-ccee-19fc-6f3e4d0cd067",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,1132744905838600,1132744907185400,1132744907603400
"4cff512e-6660-c470-bdd2-61df6e60e467",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,1132744911095100,1132744912336300,1132744912649800
"7c1e79b8-8e77-81e1-56fb-075358e4bc2c",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,1132744915634900,1132744916831600,1132744917123800
"8fb5c72c-82c3-0487-f74a-ab1beef9259a",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,1132744920458800,1132744921652600,1132744921957200
"a7b61f48-6521-f862-91c6-d918cf4e4aa7",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,1132744924657100,1132744925743400,1132744925998600
"29890d73-820a-7588-bdf5-f13cd0b3d0c1",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,1132744928968100,1132744930285300,1132744930685400
